id,text,non_irony,irony
2709,@user left out blue bin as per calendar but not lifted. Checked your website and it indicates green bin  happy,1,0
2710,"you dont, fish and mammals have nothing in common @user @user @user @user",1,0
2711,@user I was only clarifying for my LEGION of other followers.  #NotForTheIntellectuals #DrHandsomeDennis,0,1
2712,@user Really?,0,1
2713,@user thanks for all your help Giles 👍,0,1
2714,@user @user Damn socialist!,0,1
2715,"@user I know, but in the big spot (the only time I've watched him) he choked! Haha! Must mean he sucks, right?",0,1
2716,I don't wanna hate religious people. Cos i am one of them. I'm so religious in music. #ahaa,0,1
2717,It's just SUPER to be ignored when you put out a desperate plea.,0,1
2718,"@user yup, more is definitely MORE! #fosho #merrycuteness",1,0
2719,"Wings? I don't have wings! |""Of course not... You're a boy!""",1,0
2720,My dream is to celebrate Christmas with you 😍,1,0
2721,Short hair  #really,1,0
2722,This photo of @user 's pool via @user has really brightened up my morning....,0,1
2723,So excited to spend the next 12 hours at school.,0,1
2724,@user haha I'm going to have fun with it next year.,0,1
2725,"@user @user Yes, fountain jumping sounds like a great January activity.",0,1
2726,group message with bbc to start off my morning thanks Hannah :-),0,1
2727,#nuffsaid  #stupidity #hadenough lols 😂😃,1,0
2728,Bush 'fully informed' of CIA methods No?? Really?? Shocking...,0,1
2729,@user this is not real life. believe me.,1,0
2730,@user @user he captures the spirit of devolution so well,0,1
2731,@user  another Bush in the Whitehouse.,1,0
2732,"@user #OneloveFestival Sat 20 Dec. Table bookings: R800 includes 1 bottle, 12 mixers... Uh-oh I smell so much  it's lovely!",0,1
2733,@user get around them,0,1
2734,Better than yourself should be the score. Not better than other ones .,1,0
2735,review,1,0
2736,"Going to sleep, hope #sydneysiege is sorted out in the morning",1,0
2737,Fuse blown in the media room! Too much hallway vacuuming. Chaos about to break loose. #CanCup,0,1
2738,The most wonderful advantage of not being a ppl-pleasing daft is that there's nothing to worry about changing your perspectives(adjustments),1,0
2739,I always look super cute when guys come to fix stuff in the condo,0,1
2740,"Still up at 4 , work at 11 is gonna be prime",0,1
2741,LUV when my hair is frozen 😃,0,1
2742,I love the hypocrisy of the holidays.,0,1
2743,You know you love an author when you figure out how a book ends long before it does but can't wait to see how the author actually ends it,1,0
2744,Girls who put their area code in their instagram about me...so clever!  #stupidsauce #mymomcoulddobetter,0,1
2745,@user true sissy well said.. fit to live as a man...,1,0
2746,"@user @user @user My,Nephew stopped a lot. His long hair. looks like a drug dealer. Never smoked anything Pills?not an aspirin.",1,0
2747,"Guru's to newbies, everyone's getting in on this while they can. You need to see it RIGHT NOW",1,0
2748,Normalizing relations with Cuba? Huh. Get ready for more of this crap. #ThanksObama  #bad,0,1
2749,"We need a #Democracy  #CoPocracy!!! #Police, #MorningJoe! #BlackLivesMatter #DemocracyMatters #Ferguson #EricGarner",1,0
2750,"Yeah, the prom is the most important event in your life",0,1
2751,Well today can go fuck itself.,1,0
2752,Hell has frozen over. Literally. #Texas2015.,1,0
2753,Day 1. Ski school with instructor Patrick. Soon I'll be ready for the black slopes. ...,0,1
2754,Someone had a great sense of humor  #TheyGaveMeTCUColorsForChristmas,0,1
2755,trivia crack is taking over my life.,1,0
2756,"Can't get over this very British weather! Remember to check under you cars and wheels for any small animals, they like to hide under cars 🐱🐶",1,0
2757,"I tweeted about how dangerous Glasgow is, and a Glaswegian party venue followed me. #win",0,1
2758,"Not a fun day for my mouth... Two teeth rebonded, one reengaged, and now I get to have my wisdom teeth out #soexcited",0,1
2759,@user You are not allowed to open that until Christmas day!,1,0
2760,let it go #afraid#frozen,1,0
2761,"If #PMHarper gets reelected, these r the possibilities: he & #CPC cheated (again); #Canada has a collective #StockholmSyndrome; we're doomed",1,0
2762,@user Why don't you Tarmac all the speed humps in The Cut in 1 go instead of bit by bit as the brickwork disintegrates!|🚀Science,1,0
2763,Ready for the tax final,0,1
2764,"Gotta study and I'm like, who cares?!  #perksofbeingasenior 👎",0,1
2765,"@user I'm relaxed, and waiting for the facts to come out. But I've listened to Blaine hammer on players for doing similar before.",1,0
2766,"I was going 2 post my opinions on#obama#cuba but i will save it , till after his #speech. #peacemaker",0,1
2767,also sick names,0,1
2768,"#latergram with thegoldcoin. Classes done, research is not. #gradschool #basic #blessed ...",0,1
2769,I'm a Victoria Secret model. It's such a secret not even Victoria knows.,0,1
2770,@user @user not knowing that it was about covering the points hasn't kept us from winning two weeks and almost winning a 3rd.,1,0
2771,The mouse's first incepted memory was just the sound: BRAAAAAAWWWWWWWWWP!,1,0
2772,What's the correct word for racism (towards white people)?|There is none.|#racism|#is||#good|#4anyone,1,0
2773,"#JeremyNortham there, insulting Piano's and songs. Shut the fuck up man. Bet you thought you were #epic.... #GosfordPark.",0,1
2774,"I do  #speak #because I #want to #save #someone. I speak because I like. Who am I #to save... vodka lime and lemonade is the one 👌👌👌3460	1	Sneezing when you have to pee #jusygirlythings 3461	1	@leyawn @user I encourage you... to educated yourself""",1,0
2775,"amazing how many ""americans"" slag off capitalism , from the comfort of armchairs, sipping decaf,skinny, pumpkins spice lattes",0,1
2776,A very happy birthday to @user - we'll be toasting in your honor tonight. @user @user,1,0
2777,"Oh, joy! 'Tis the season for ""Christmas came early"" leads.  #DoBetter",0,1
2778,It's been a great week for dictators.  Congrats North Korea and Cuba.,0,1
2779,"Bang-on. Great insight. RT @user Interesting read: Democracy in AB is about management, not ideology: #ableg",1,0
2780,So that was the inception episode. Down to the tangerine/ spinning top. Subtle.,0,1
2781,@user what happens if I RT ?,1,0
2782,"Wassup buddy....hows everything. ..will look for you ""@EduMkareThaDj: @user boss kupotea nayo..Acha hizo #notcool bro """,1,0
2783,As if i need more water in my pasture.,0,1
2784,@user SHE SHOWED YOU!,0,1
2785,"@user  but Russell is a good christian fella, he wouldn't do that.",0,1
2786,NYPD blog:  Don't you feel safe and protected?  #ICantBreathe,0,1
2787,How do I make more money now in my business? Loral Langemeire's best seller The Millionaire Maker. Get your copy,1,0
2788,@user And when you overpay for that talent you get stuck w/ that talent. Which perpetuates the losing cycle the Cubs are in,1,0
2789,is too complex a word for him to understand @user @user @user,1,0
2790,"@user @user .@SLMPD has warned @user about Bassem.Heck, they might already know him! #Ferguson #NYC",1,0
2791,"The worst is when they consider things like ""conservative tribune"" as a credible source of information. Totally not bias.",0,1
2792,Not even 8am and I can already see this is going to be a wonderful day  #needmorecoffee,0,1
2793,Home finally! What a way to start the christmas break!!! 👍👌,1,0
2794,I got to meet a real CSI tonight #cool but the little jerks who broke into his office at 2am  cool😡,1,0
2795,"#Video on #Jesus and #Bulldogs which is #deep and #meaningful|cough, |#dog #dogs #bulldog #religion #vlog|http://t.co/HoUeTiFR2N",0,1
2796,Cooper's been busy today,0,1
2797,I love waking up with migraines  😭,0,1
2798,Getting some night heli shots of @user for @user @user @user #nh #skiing...,1,0
2799,@user It's really difficult not to bark back at my pms-ing daughter. When bae tweets about you <,1,0
2800,"@user very clever jack! Changed the word ""big"" to ""no"",go to bed feeling like you've made a difference to society #youareagenius",0,1
2801,I love when half the group is really committed and the other half just doesn't give a crap! #perfection,0,1
2802,This guy who started jack hammering at 6 this morning right outside my window can stop anytime now!! #sleepingbeauty,0,1
2803,Had no sleep and have got school now  happy😡,1,0
2804,@user @user @user you talk about biased behavior. go read some of the paid articles about paycoin.,0,1
2805,Everone is supporting Fawad alam :D|No fawad no cricket :D :v|#Supportfawad |#Usman,0,1
2806,"says women & blacks are a different ""species"" @user @user @user @user @user",1,0
2807,@user I see what you did there,1,0
2808,@user @user @user @user yeah they look like plastic :/,1,0
2809,@user yay!!!! It works  #HateWhenThingsDontWorkRight,0,1
2810,"This has nothing to do with anything at all, but I hate the word ""fleek"". It sounds like something I'd name my Neopet.",1,0
2811,"@user I bet you're gonna be outside today, its soooo warm, T-shirt and shorts weather 😳😏  #Funny",0,1
2812,"@user @user let's face it, at the mo there's delays on any day ending in a y! #valueformoneynot",0,1
2813,That's nice.,0,1
2814,2 1/2 hour nap then up for a ct scan at the hospital. perfect timing.,0,1
2815,I can be mad at you for a matter of 15 min then I can't stand not talking to you.,1,0
2816,Shoutout to my mom for being hella supportive of me,0,1
2817,"By @user ""🔥🔥🔥@dipmag Gears up to release its next issue🔜 'Wifey Series' with #covermodels...",1,0
2818,@user Stay faithful or stay single,1,0
2819,@user will tweet you when I've got it back up and running.,1,0
2820,Congratulations @user - so well deserved. I hope you enjoy the  of this notification from Twitter,0,1
2821,Currently a bus wanker. I hate people 😕 #stinks #gobonastick #dickheads,1,0
2822,"The worst part about it is the crosswalk is a memorial to a kid who was killed by a nigga just like HIM, who didn't stop.",0,1
2823,"I THOUGHT WHAT WE HAD WAS REAL, HOW COULD YOU BE FINE? COZ I'M NOT FINE AT ALL Oh wait. Fixed the caps lock ^.^  #LaughNow .o.",0,1
2824,@user y r women considered inferior2men by society even wen in most of d families 2day men need women4decision making!  :D,0,1
2825,"99 % of Maldives is water. Yet, we're experiencing a water shortage.",0,1
2826,@user I just did it. What's the prize?,1,0
2827,"Religion is unfounded, else, Allah would have saved the kids. . @user @user #PeshawarAttack #PakSchoolSiege",0,1
2828,"I need to get up, but Sasha is way too cute!",1,0
2829,J Cole has a song about being a Virgin and then not being a virgin. #musicalgenius #innovation,0,1
2830,The power went out in Delano. #blackout in some parts.☺🎉 Still #HappyNewYear everyone. #besafe #goodnight,1,0
2831,"Band playing ""Two Tickets to Paradise"" in parking lot at Redskins game.  #Redskins",0,1
2832,@user I guess I'm the one who supposed to say that.,1,0
2833,Yeah this is so cool just fucking woke up,0,1
2834,Well on a positive note if I can stay awake for another hour I can go get my blood work done! #positivenote fun stuff,0,1
2835,Original Content is hard to come by. -Anonymous #writingtips  #quoteoftheday,0,1
2836,@user so helpful,0,1
2837,i think BurgerKing is working with the SJWs. my fries are as salty as SJWs about @user winning an award,1,0
2838,Why must I pay more for car insurance when I don't have to? Don't get ripped off - trust GoSkippy,1,0
2839,Archive pick: Who Makes You Laugh When They're Off Sick? #mehblog #littlemeh #doctor,1,0
2840,"O_o ummm...so, like?? ||RT""@Redskins: From our family to yours, have a safe and #HappyThanksgiving",1,0
2841,Officer #Jenny is  a single www.MonsterMMORPG. com #entity. cestas follow @user #dancing,1,0
2842,NEW  CURTAIN U.S. #Christians like @user travel to #Russia to torment #LGBT who are seeking asylum here,0,1
2843,"If I could kidnap my friend's new puppy Navi, I would do it in a heartbeat.",1,0
2844,@user well the pain isn't makin me feel sick anymore so👍be all better for the big fella 🎅🎁,1,0
2845,You are so cool!,0,1
2846,And then there was none. Goodbye beard (of sorts) #MensFashion,0,1
2847,@user lol of course it's the best!!,0,1
2848,Suppose I best move my arse to the #gym. Anything to put off wrapping presents 😕🎁 #christmas #chore,1,0
2849,@user @user Really?! Unbelievable! U mean he was a Thug & Criminal?,0,1
2850,"@user Just what the Bears need... A sense of urgency at QB position, using top pick at QB position",0,1
2851,For some reason I feel the classiest when I'm wearing $3 fake pearl necklaces. ? Lol,0,1
2852,What a great start to my morning  #smh,0,1
