id,text,arts_&_culture,business_&_entrepreneurs,pop_culture,daily_life,sports_&_gaming,science_&_technology
3498,‘Jaws’ 45th Anniversary 4K Ultra HD: Sink Your Teeth Into the Full Details! : {@JDfromNY@} {{URL}},0,0,1,0,0,0
3499,"John Krasinski hosted a virtual prom for the class of 2020 with special guests {{USERNAME}} , {@billie eilish@} and more {{URL}} ",0,0,1,0,0,0
3500,Hit and Run is on {@Netflix@} Hell yea! {@Kristen Bell@} I have my Sunday Quarantine plans now!,0,0,1,0,0,0
3501,Watching Hesh B2B B&B got me Reminiscing on Lost Lands with my homies:(( {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}},0,0,1,0,0,0
3502,Everyone I know has their stimulus money but me. They all dutifully pay too much in every year so the IRS can hold their money for them. It seems that people that don’t overpay are getting the shaft because all we get is #PaymentStatusNotAvailable FU {@IRSnews@},0,1,0,0,0,0
3503,"DJ Khaled - Higher ft. Nipsey Hussle, John Legend {{URL}} via {{USERNAME}} #blacktwitter #afrotech #blackbusiness #blackintech #blackisbeautiful #BlackFamily #BlackConnections #recycleblackmoney",0,0,1,0,0,0
3504,#KaporPortolio company {@Thrive Market@} announced that their CEO will be donating his salary for the remainder of 2020 to the Thrive Market COVID-19 Relief Fund—to ensure that every deserving family who applies for a grant can become a recipient #KaporCapital {{URL}},0,1,0,0,0,0
3505,Yea next time check the lyrics thoroughly before recording please.. {@TREASURE MAKER@} {@YG FAMILY@},0,0,1,0,0,0
3506,"At 12pm, hear from Dr. Myra Rutland {{USERNAME}} , a NCC board-certified Family Nurse Practitioner, will discuss the topic  Why HIV is no longer a death sentence.  Watch the full video and add comments via Facebook: Urban League of Philadelphia #health #equity #disparities",0,0,0,0,0,1
3507,"Red Hot {@Red Hot ChiliPeppers@} , Patti Smith and more are set to participate in the #PathwayToParis Earth Day livestream concert. See the full lineup below! {{URL}} ",0,0,1,0,0,0
3508,Silicon Controlled Rectifier (SCR) schematic diagram and symbolic representation...  You can join our family  {{USERNAME}} 1️⃣ Share with your friends. 2️⃣Join our #LearnEEE family  {{USERNAME}} 3️⃣Visit our… {{URL}},0,0,0,0,0,1
3509,"ICYMI: {{USERNAME}} held a livestream for Earth Day yesterday. Margaret joined the livestream to talk about the compressor station fight.  Watch the full event on Youtube below. Thank you, {{USERNAME}} for organizing this event and for sharing our story! {{URL}} ",0,0,1,0,0,0
3510,"RESPECTED GOVERNEMT OF INDIA, Its now near to 40 days we are struggling to live on very limited resources and purchasing food by lending money from other malaysians. Please help us to join our family. Rescue us and arrange flights for us {@PMO India@} {@Narendra Modi@} Ji, {@Hardeep Singh Puri@} ",0,0,0,1,0,0
3511,“Warning! You have violated the rules!”  Reminds me of Skyrim’s “STOP! YOU HAVE VIOLATED THE LAW”  Only fellow staff members from {{USERNAME}} will understand the first quote and what the full version of it is~,0,0,0,0,1,0
3512,Random Access Memory (RAM)   You can join our family  {{USERNAME}} 1️⃣ Share with your friends. 2️⃣Join our #LearnEEE family  {{USERNAME}} 3️⃣Visit our Website {{URL}} 4️⃣Visit our Youtube channel… {{URL}},0,0,0,0,0,1
3513,"R1-3 easy A+ {@Dallas Cowboys@} . But, as a longhorn, can we draft someone from another school for the remainder of the draft? Thanks and #Hook’em",0,0,0,0,1,0
3514,Episode 11 - Sword Money is out! In this one we meet the coolest barkeep ever and honestly Patrick can we keep her?! Can she join our party and be our friend and teach us to be cool?!?! {{USERNAME}} {{URL}},0,0,1,0,0,0
3515,Listening to the full {@Metallica@} Slane Castle gig from last year while bbq n and having a few beers. What a gig! What memories! #MetallicaFamily,0,0,1,0,0,0
3516,Congrats to {{USERNAME}} for signing with the {@Miami Dolphins@} Your Hard work and Great attitude will pay off for you! So excited for you and your family! #mck #chicago #NFL,0,0,0,0,1,0
3517,Thou o Lord by Man O War Choir {{URL}} via {@YouTube@} There s a me in this choir and I miss being with my choir family!   If you see me comment below!,0,0,1,0,0,0
3518,The latest Tampa Bay Tweets! {{URL}} Thanks to {{USERNAME}},0,0,0,0,1,0
3519,"I work for the Mintz family/ {{USERNAME}} . I’m not only grateful to be working, but working for a company that can completely retool and manufacture face shields for those in need. Plus they helped bring us an evening of “normalcy” by sponsoring tonight’s races. ... Thank you!",0,0,0,1,0,0
3520,I love these zoom sessions with my family! {{USERNAME}} #drinkanddrown,0,0,0,1,0,0
3521,Ranking The Family Feud Hosts {{URL}} via {@YouTube@} {@ABC@} #saturdaynight,0,0,1,0,0,0
3522,"A friend lost his sister 2 days ago, devastated and in tears, also lost 2 other family members earlier in the year, and it s just April 2020.  He manages to drive from his house to see his late sisters husband in the lockdown {@SEGA L veilleur@} {@RUGGEDMAN@} A Thread",0,0,0,1,0,0
3523,"Family Puts Up  Jurisdiction Of The Ministry Of Silly Walks  Sign In Front Of Their House, Films 30 Silly Walks By Passersby #sillywalks {@John Cleese@} {{URL}} ",0,0,0,1,0,0
3524,S/O {@DWade@} and Family 2020 Spades Championship live on {@ESPN Stats Info@} Hosted by {{USERNAME}} Who’s the greatest of all time proven right here right now . {@WWE@} can y’all design some Championship belts for the winners .,0,0,0,0,1,0
3525,"Sir,we belong to Gwalior,father is Defence Personnel posted in Mumbai, mother and younger brother are stuck in Delhi during lockdown,mailed DCP Delhi,didnt hear back, looking for an e-pass so that family could return back home #URlasthopetoreturn {@Jyotiraditya M Scindia@} ",0,0,0,1,0,0
3526,"The  underwater  #peckingorder games, on {@Crossy Road@} is still mightily unfair. Unlike the ground games, with train crossing signals giving you SOME warning,  in the wet games it really just is luck, if you get anywhere. #crossyroad",0,0,0,0,1,0
3527,I want to say a huge thankyou to our {{USERNAME}} familyI have received lots of uplifting personal messages from colleagues&staff across the HB over recent weeks that have really kept me going❤You are all absolutely amazing thank you so much for everything you are doing,0,0,0,1,0,0
3528,⚠️ Warning sign for South African rugby as centre {{USERNAME}} has reportedly opted to terminate his contract with {@Official Blue Bulls@} . {{URL}},0,0,0,0,1,0
3529,"#PastorKumuyiSaid    Everything God has ordained for your family would be realised. Prosperity, love and goodness. {@Deeper Life Bible Church@} {@Pastor William F Kumuyi@} ",0,0,0,1,0,0
3530,Apple Confirms New Warning Affecting Almost All iPhone Users - {{URL}} via {@Shareaholic@},0,0,0,0,0,1
3531,"Hard Times {{URL}} via {@YouTube@} Omnia homini, dum vivit, speranda sunt",0,0,1,0,0,0
3532,Romeo save me I ve been feeling so alone I keep waiting for you but you never come Is this in my head? I don t know what to think He knelt to the ground and pulled out a ring {@Donny@} pede ka bang kaRomeo?,0,0,1,0,0,0
3533,"Tune in now for {{USERNAME}}  s LIVE Legends Family Fitness Show   Help support families & children when they need it most, and drive research into non-smoking lung cancers  Donate here ➡️ {{URL}} #RSF26challenge #twopointsixchallenge",0,0,1,0,0,0
3534,Conservative activist family behind  grassroots  anti-quarantine Facebook events - Democratic Underground {{URL}} via {{USERNAME}},0,0,0,0,0,1
3535,"Kindly let us leave and work in other countries, because we desire to help our FAMILY.  We know there is a lack of nurses here in Philippines. Hire those unemployed nurses and let those with employers go #POEAfollowIATF Please help us Sir {@Teddy Locsin Jr@} {{URL}} ",0,0,0,1,0,0
3536,#SanghKiBaat act without fear and anger.  It s for all 130 crore Indians who are part of our family: Mohanji {@RSS@},0,0,0,1,0,0
3537,The latest The Family Adventure Project! {{URL}} Thanks to {{USERNAME}} #travel #mortgage,0,0,0,1,0,0
3538,"Respected sir, {@Anjani Kumar IPS Stay Home Stay Safe@} I am Mrs.Ranjana, a resident of Chennai. I came to Hyd for a medical treatment on 02.03.20.Since then till today I am unable to go back to my family due to lockdown. I have 2 small kids & a helpless husband who need me now.Pls help me reach my family.",0,0,0,1,0,0
3539,Vote for your 2020 Rising Star winner! {{URL}} Rugby League Family can you take time to vote for {@Ryan Boyle@} please,0,0,1,0,0,0
3540,I am deeply saddened by the news of the passing on of my dear friend {{USERNAME}} I am honored and blessed to have known and worked with Paul. He was truly a blessing in my life & I will dearly miss him.   My most sincere condolences to his Family and friends.,0,0,0,1,0,0
3541,"Opposites attract but trying to push two positives or two negative ends together—or in your case, two mind readers—doesn t work. Pain is a warning, a way to protect yourself… A #bookbubble {{USERNAME}} {{URL}} #ya #teens #amreading",1,0,0,0,0,0
3542,Check out American Trivia Family Edition Board Game #OUTSET {{URL}} via {{USERNAME}},0,0,0,0,1,0
3543,"#ldc2018joining  Honorable @ ashokgehlot51 ji 11000 youth, their parents, their family relatives are all waiting for your order when they will get the appointment? You understand the pain of unemployed also as a sensitive Chief Minister. {@Ashok Gehlot@} {@Sachin Pilot@} {@CMO Rajasthan@} ",0,0,0,1,0,0
3544,"Super bummed that we didn’t get to play at the {@OKCMemorialMarathon@} Kid’s Marathon starting line again this morning, thanks a lot #COVID19  Guess we’ll just have to plan on seeing all the awesome family runners on the rescheduled date in October!  #RunForrestRun #FamilyFunkSuperDuo",0,0,1,0,0,0
3545,"Overall I thought the {@Atlanta Falcons@} draft was a B. Couple of steals, good amount of reaches. What I’ve come to expect every year. Let’s hope this class brings back 2016 vibes! Rise Up!",0,0,0,0,1,0
3546,The reporters at the {{USERNAME}} have done a beautiful job covering how people of faith in Dubuque have been observing their holidays in the time of COVID. This look into the Kassas family as they broke their fast was stunning: {{URL}} #ProudSubscriber,0,0,0,1,0,0
3547,"I backed into my {@The Daily Orange@} career and pondered leaving after writing one article.   More than three years later, I consider {@Daily Orange Sports@} my family. Proud to now be an alum.  My ‘hack’ and final piece for the D.O.: {{URL}} ",0,0,0,1,0,0
3548,"Everything that is done in this world is done by hope. Martin Luther {{USERNAME}} actionhopeministries family is Hopeful, we shall all Over come this together. Stay Strong stay safe stay blessed.  #keepadistance… {{URL}} ",0,0,0,1,0,0
3549,"I ve entered the Thomas J. Henry Family Pizza + Game Night Giveaway, courtesy of {{USERNAME}} ! #tjhgivesback {{URL}} ",0,0,0,1,0,0
3550,"Working out the title track for the upcoming album  Spring to Life . The song is about energy and opportunity to grow, and look at the upside. Playing my {{USERNAME}} and enjoying this weekend with the family.… {{URL}} ",0,0,1,0,0,0
3551,"I had to go pick up dog food from {@Tractor Supply@} today. I m so glad to see #Tennesseans taking #COVID19 seriously: browsing w/ their entire family, no masks in sight, not staying away from each other. The entire time I was there, I was the only person utilizing curbside pickup ",0,0,0,1,0,0
3552,I miss {{USERNAME}} & {{USERNAME}} ’s crazy family ❤️ I literally do not stop laughing w them,0,0,0,1,0,0
3553,Enter To #Win 3 {{USERNAME}} Books For the Family #Giveaway ~ CAN 05/22 {{USERNAME}} {{URL}},0,0,0,1,0,0
3554,Lil Pump Says Insensitive Juice Wrld Lyric on New Song and People are Upset {{URL}} {{USERNAME}},0,0,1,0,0,0
3555,"Family Happy Hour - Drinking a Peanut Butter, Banana, & Grape Jelly by {{USERNAME}} @ Untappd at Home  — {{URL}} ",0,0,0,1,0,0
3556,"Parents are canceling well-child visits. Mass. family physician Kristina Gracey, MD, is offering house calls when possible to maintain vaccine schedules and provide preventive care during #Covid19.  #positiveprofessionalism #familymedicine {{USERNAME}} {@AAFP@} {{URL}} ",0,0,0,1,0,0
3557,Sly and the Family Stone - Just Like a Baby {{URL}} via {@YouTube@} #Classic,0,0,1,0,0,0
3558,"Sometimes #FeelReal is a little #Surreal, and that s ok. Family Puts Up  Jurisdiction Of The Ministry Of Silly Walks  Sign In Front Of Their House, Films 30 Silly Walks By Passersby {{URL}} via {@Bored Panda@} ",0,0,0,1,0,0
3559,Planning Your First Family Vacation [Infographic] - Wellington World Travels {{URL}} via {{USERNAME}} #travel,0,0,0,1,0,0
3560,"*Fixes headline  Man merely being detained by a FAMILY MEMBER, is QUICKLY RELEASED, UNHARMED, for violating the law and encroaching on a beach in San Diego.   Did this happen to FBA in Florida?  #FirstThem {{URL}} {@Tariq Nasheed@} ",0,0,0,1,0,0
3561,"Reflections from our {{USERNAME}} staff.  My feelings and emotions are my own during this difficult time, but i know I m not alone and that I have the support of my work family at Prestons. We are all in this together ",0,0,0,1,0,0
3562,Everyone in my family works for {@SoCalGas@}  ‍♂️‍♂️ we built our wealth on the backs of fracking. Does me driving an electric car make up for it?,0,1,0,0,0,0
3563,"I need to see {@Taika Waititi@} sit down with our man {{USERNAME}} for a passionate korero. Would love to hear about his journey in a more relaxed interview setting. Favourite grassroots chat show, with favourite home grown film director, being asked what his favourite bakery is. xD",0,0,1,0,0,0
3564,Filmmaker Jailed Over Music Video That Mocked Egypt s Presid..  WSJ - News - Noticia - Bitcoin - CryptoCurrency - Forex - {{USERNAME}} > {{URL}},0,0,1,0,0,0
3565,Dear sir/Mam I order for refill my indane gas  cylinder and I made the payment online after 2 day my booking is cancelled even I didn t cancelled it Plz help and take a strict action for the same Order No-2-000359417960 Invoice No-5-100384132673 Bank Ref-012210670637 {{USERNAME}},0,0,0,1,0,0
3566,CRAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAP  HE S GONNA SELF DESTRUCT!!!!!!!!!!!!!!!!!!!!!!!!!!!  .....  NOW THE ENDING MAKES SENSE!!!!! THAT WAS THE DEVIL TALKING TO ASTA!!! ....the uestion is.....  what was he Telling him?  #Toonami #BlackClover {{USERNAME}} {{USERNAME}},0,0,1,0,0,0
3567,The latest Gwadar Oil and Gas! {{URL}} Thanks to {{USERNAME}} #gwadar #hollywood,0,0,0,0,0,1
3568,NSG - Ourself [Music Video] | GRM Daily {{URL}} via {@YouTube@} #,0,0,1,0,0,0
3569,". {@Hilltop Hoods@} {{USERNAME}} Hilltop Hoods have written a song from, and about isolation titled  I m Good , with proceeds from the track going to the Support Act ‘Roadies (Crew) Fund’, get behind it... {{URL}} ",0,0,1,0,0,0
3570,Vomac Radio is the place to be EVERY SATURDAY NIGHTTT {{USERNAME}},0,0,1,0,0,0
3571,Phil Collins - Another Day In Paradise (Official Music Video) {{URL}} via {@YouTube@} GENIOOOOOOOOOOOOOOOOOOOOOOOOOOOO.,0,0,1,0,0,0
3572,"Sunday emails so far, {@easyJet@} offering me a cheap holiday to Turkey {@Betfair@} offering to match my £10 bet & 50 odd from a Nigerian uncle I never knew I had",0,0,0,1,0,0
3573,NEW DAY NEW WORLD #thespoons music video for positive mental health during COVID to #CoreyHartNow  (Corey rocked!) #janesiberry #ImagesInVogue #aFlockSeagulls #PeetandReet #yourtvniagara {@Richard Crouse@} These folks rocked it! Watch video: {{URL}},0,0,1,0,0,0
3574,Greece Green - 4pm in Calabasas freestyle (Official Music Video) {{URL}} via {@YouTube@} Check it out word to {@Drizzy@},0,0,1,0,0,0
3575,showmore - now (feat. SIRUP) (Official Music Video) {{URL}} {@YouTube@} より,0,0,1,0,0,0
